-3.2045111,1.6722824,4.6138775
-3.0660710,1.5283260,4.6375270
-2.9253545,1.3868866,4.6610968
-2.7820299,1.2481364,4.6844347
-2.6357272,1.1123108,4.7074088
-2.4860631,0.9795836,4.7299304
-2.3327798,0.8501502,4.7519504
-2.1767616,0.7250209,4.7733011
-2.0181608,0.6044237,4.7938537
-1.8557198,0.4875088,4.8137697
-1.6895214,0.3744673,4.8330843
-1.5220801,0.2669600,4.8512290
-1.3509956,0.1633706,4.8687002
-1.1765098,0.0638832,4.8855586
-1.0010396,-0.0302273,4.9010539
-0.8222850,-0.1203034,4.9159281
-0.6412473,-0.2058758,4.9299574
-0.4587588,-0.2866648,4.9427554
-0.2735814,-0.3633059,4.9549934
-0.0873012,-0.4352304,4.9659385
0.1009140,-0.5028716,4.9760554
0.2908233,-0.5662167,4.9853849
0.4816469,-0.6251078,4.9933144
0.6742706,-0.6799139,4.9999990
0.8675196,-0.7303940,4.9999995
1.0621077,-0.7768312,4.9999997
1.2575553,-0.8191800,4.9999997
1.4537616,-0.8574894,4.9999997
1.6508983,-0.8918531,4.9999997
1.8484121,-0.9222385,4.9999997
2.0466917,-0.9487660,4.9999997
2.2453164,-0.9714318,4.9999997
2.4444131,-0.9903041,4.9999997
2.6437964,-1.0054125,4.9999997
2.8434534,-1.0168009,4.9999998
3.0432277,-1.0245030,5.0000000
3.2432054,-1.0285590,5.0000000
3.4431151,-1.0290008,4.9996723
3.6431017,-1.0258618,4.9978886
3.8429465,-1.0191731,4.9948852
4.0426061,-1.0089603,4.9903143
4.2421764,-0.9952303,4.9827375
4.4412013,-0.9780223,4.9738558
4.6402860,-0.9572790,4.9589614
4.8386529,-0.9330843,4.9445890
5.0367538,-0.9053620,4.9325680
5.2342760,-0.8740793,4.9494736
5.4310579,-0.8394383,4.9924132
5.6277168,-0.8018180,4.9999979
5.8235015,-0.7624418,4.9999997
6.0196885,-0.7222632,4.9999997
6.2156255,-0.6822721,4.9999997
6.4114273,-0.6429795,4.9999997
6.6080400,-0.6044087,4.9999997
6.8040612,-0.5668632,4.9999998
7.0008277,-0.5299931,4.9999998
7.1976163,-0.4937325,4.9999998
7.3936939,-0.4580086,4.9999997
7.5909324,-0.4222727,4.9999997
7.7875691,-0.3865835,4.9999997
7.9838240,-0.3506199,4.9999997
8.1807816,-0.3139124,4.9999997
8.3771729,-0.2765197,4.9999998
8.5730316,-0.2383234,4.9999998
8.7694635,-0.1990377,4.9999998
8.9653644,-0.1588650,4.9999998
9.1607568,-0.1178360,4.9999998
9.3564353,-0.0758546,4.9999998
9.5518863,-0.0331369,4.9999998
9.7469232,0.0101380,4.9999998
9.9418966,0.0538899,4.9999998
10.1371170,0.0980194,4.9999997
10.3320603,0.1422342,4.9999997
10.5268722,0.1863993,4.9999997
10.7219271,0.2304463,4.9999997
10.9169934,0.2741962,4.9999997
11.1120507,0.3175537,4.9999997
11.3073381,0.3605246,4.9999997
11.5025814,0.4030493,4.9999997
11.6977398,0.4451711,4.9999997
11.8932018,0.4870773,4.9999997
12.0891796,0.5289462,4.9999997
12.2839535,0.5705878,4.9999997
12.4792274,0.6126868,4.9999998
12.6753829,0.6556184,4.9999998
12.8698798,0.6989448,4.9999998
13.0649936,0.7429756,4.9999998
13.2607222,0.7875434,4.9999998
13.4550532,0.8320571,4.9999998
13.6502067,0.8767946,4.9999998
13.8453166,0.9212759,4.9999998
14.0403929,0.9651788,4.9999998
14.2358358,1.0082176,4.9999998
14.4314529,1.0499414,4.9999998
14.6275946,1.0899896,4.9999998
14.8236000,1.1277996,4.9999998
15.0210178,1.1632305,4.9999998
15.2184023,1.1956118,4.9999998
15.4158674,1.2246134,4.9999998
15.6150973,1.2501281,4.9999997
15.8137432,1.2715775,4.9999997
16.0122493,1.2888390,4.9999996
16.2130370,1.3019297,4.9999996
16.4130490,1.3105635,4.9999995
16.6122431,1.3148643,4.9999995
16.8109484,1.3151137,4.9999994
17.0116162,1.3117440,4.9999994
17.2117440,1.3056305,4.9999994
17.4109389,1.2978054,4.9999995
17.6093886,1.2893756,4.9999996
17.8080740,1.2814120,4.9999996
18.0071199,1.2746853,4.9999996
18.2068182,1.2697078,4.9999995
18.4080343,1.2668040,4.9999994
18.6081984,1.2662396,4.9999993
18.8067442,1.2682066,4.9999993
19.0081510,1.2729993,4.9999993
19.2073342,1.2807218,4.9999993
19.4069105,1.2916525,4.9999994
19.6075377,1.3060773,4.9999994
19.8056949,1.3239211,4.9999997
20.0061578,1.3458238,5.0000000
20.2032845,1.3713579,5.0000000
20.4021099,1.4013414,4.9999988
20.5986932,1.4353925,4.9999833
20.7954487,1.4740813,4.9999722
20.9909175,1.5173267,4.9999872
21.1851602,1.5652779,4.9999993
21.3787982,1.6182810,4.9999996
21.5701735,1.6760149,4.9999997
21.7608559,1.7391134,4.9999993
21.9494543,1.8072629,4.9999991
22.1349054,1.8801514,4.9999990
22.3211849,1.9595788,4.9999989
22.5007729,2.0422331,4.9999988
22.6801234,2.1310837,4.9999982
22.8575262,2.2264814,4.9999965
23.0289122,2.3263751,4.9999951
23.1983227,2.4294423,4.9999966
23.3672570,2.5349759,4.9999983
23.5352242,2.6431317,4.9999970
23.7016200,2.7533888,4.9999960
23.8664934,2.8661156,4.9999959
24.0296407,2.9816720,4.9999950
24.1906910,3.1003086,4.9999910
24.3493002,3.2221922,4.9999845
24.5052075,3.3474304,4.9999819
24.6582355,3.4760863,4.9999896
24.8082643,3.6081844,4.9999977
24.9552060,3.7437083,4.9999620
25.0989959,3.8826225,4.9997813
25.2395654,4.0248182,4.9993239
25.3768984,4.1702862,4.9984504
25.5109455,4.3187333,4.9970256
25.6418597,4.4701009,4.9949234
25.7689151,4.6239944,4.9918668
25.8918797,4.7805273,4.9878040
26.0115021,4.9405577,4.9827925
26.1278007,5.1041623,4.9768702
26.2396869,5.2699495,4.9697852
26.3470520,5.4377696,4.9614359
26.4509200,5.6093247,4.9522442
26.5503239,5.7831237,4.9419437
26.6450172,5.9586632,4.9303487
26.7358760,6.1375754,4.9180866
26.8218608,6.3177921,4.9045756
26.9035340,6.5003645,4.8902767
26.9808951,6.6852648,4.8754029
27.0534789,6.8712402,4.8596215
27.1218042,7.0594590,4.8436716
27.1855556,7.2489275,4.8274381
27.2449200,7.4399758,4.8116030
27.2998483,7.6322651,4.7960840
27.3504131,7.8258273,4.7840103
27.3966748,8.0203126,4.7629540
27.4388323,8.2158873,4.6956494
27.4769291,8.4122483,4.6280667
27.5109524,8.6091410,4.5601889
27.5409371,8.8071161,4.4918901
27.5666694,9.0051305,4.4233866
27.5882150,9.2041809,4.3542918
27.6053973,9.4034010,4.2846856
27.6181848,9.6026015,4.2145946
27.6266051,9.8024983,4.1434283
27.6304181,10.0021837,4.0717636
27.6293421,10.2021197,3.9992040
27.6229690,10.4020140,3.9255167
27.6109307,10.6015485,3.8511334
27.5928247,10.8007712,3.7749522
27.5682212,10.9992533,3.6976421
27.5366732,11.1965191,3.6192657
27.4975300,11.3928825,3.5388307
27.4503560,11.5871584,3.4575598
27.3945228,11.7790118,3.3750838
27.3291874,11.9683890,3.2913631
27.2540264,12.1534937,3.2139116
27.1681565,12.3339806,3.1535395
27.0706287,12.5092969,3.1291387
26.9620004,12.6770794,3.1154613
26.8425161,12.8365838,3.1021771
26.7108957,12.9892556,3.0920922
26.5698472,13.1322845,3.0863232
26.4209313,13.2657119,3.0869584
26.2656595,13.3912481,3.0969124
26.1069962,13.5123873,3.1187356
25.9511362,13.6347756,3.1531880
25.8016569,13.7653192,3.1996929
25.6570440,13.8992370,3.2574223
25.5067769,14.0315176,3.3228293
25.3488063,14.1581297,3.3940300
25.1882500,14.2738918,3.4681704
25.0207031,14.3820877,3.5400850
24.8456477,14.4830710,3.6099311
24.6686104,14.5742274,3.6750482
24.4867303,14.6578091,3.7376441
24.3006760,14.7339934,3.7983318
24.1135561,14.8021885,3.8574844
23.9223169,14.8641418,3.9164028
23.7307599,14.9191959,3.9753879
23.5364968,14.9686512,4.0345720
23.3415487,15.0125035,4.0942441
23.1451833,15.0514400,4.1540680
22.9481549,15.0857669,4.2140751
22.7503106,15.1159384,4.2737844
22.5521111,15.1422648,4.3332976
22.3531696,15.1651349,4.3917163
22.1544701,15.1847372,4.4497690
21.9546205,15.2014636,4.5056127
21.7556793,15.2153643,4.5609453
21.5552862,15.2267874,4.6131963
21.3557843,15.2357368,4.6642325
21.1556499,15.2424009,4.7123627
20.9554421,15.2468225,4.7579855
20.7563602,15.2490215,4.8015621
20.5550528,15.2490013,4.8411275
20.3559190,15.2466614,4.8790240
20.1558585,15.2418687,4.9136403
19.9564555,15.2346183,4.9439260
19.7577223,15.2246329,4.9710964
19.5583535,15.2113200,4.9936175
19.3594991,15.1939767,4.9999991
19.1603721,15.1719419,4.9999996
18.9623706,15.1449644,4.9999997
18.7650070,15.1127731,4.9999997
18.5682720,15.0752675,4.9999998
18.3728665,15.0326144,4.9999999
18.1783417,14.9849615,4.9999993
17.9856846,14.9329580,4.9999979
17.7932215,14.8766969,4.9999988
17.6024826,14.8174304,4.9999994
17.4127215,14.7555178,4.9999998
17.2234293,14.6909029,4.9999998
17.0353170,14.6234310,4.9999998
16.8481436,14.5531091,4.9999998
16.6620721,14.4806945,4.9999998
16.4765332,14.4063561,4.9999998
